,h2,ch4,c2h6,c2h4,c2h2,act
973,4.158795795422655,120.23868409059521,22.482205777150554,24.186633198025888,5.321863148353165e-06,4
974,17.74227938113741,146.58654605843142,39.225773190752214,13.540051504630531,0.0001,4
975,181.91299633521083,25.880451282676212,25.107057662916713,63.24972892746227,0.3820218929637841,4
976,23178.70739532827,89.41219194465987,102.92237355447543,15.66913099827062,0.0001,4
977,947.9795719962998,105.22566240119816,37.996488797638904,7.72390680001762,0.27616559066238167,4
978,273.56686193919313,13.539276616817169,80.55626592056996,48.32270758641375,0.0001,4
979,168.5206157070824,29.41829672460822,74.97842312167725,12.262082466598905,0.0001,4
980,63.11575460404292,22.21675928936127,10.110837964468063,4.501229159893714,0.0,4
981,48.46212842097665,38.81166977463147,10.306807368535026,0.638638526292995,0.0,4
982,58.52393028853773,21.295213942292456,3.847733774110841,3.4457432692490544,0.0,4
983,2.1995331518477697,63.398976278102495,110.40153558284626,24.7544787833016,0.0001,4
984,50.80404672568724,3.9112529557788704,1.4824280354123438,0.2680155752290796,0.0,4
985,64.8033741106766,34.067645487713335,0.9763544271465792,3.997306319629965,3.175696180977195e-05,4
986,1667.966847785695,78.70319599526199,81.34314237230068,1.1221664485655993,0.0001,4
987,288.0279595331617,83.30629089496139,152.15664038912593,19.20419392997426,5.102111930037713,4
988,18.552527060772825,170.11632768994008,247.13980229467043,25.790819224850196,0.0001,4
989,12.625935778619596,48.55971457164265,146.7938501501124,13.65392150720173,0.0001,4
990,65.91706972865282,245.31250117909218,419.6965929885808,32.70056814966112,0.0001,4
991,159.61847267759617,16.336175464632788,125.65926161011892,5.731852322023783,0.0001,4
992,22972.681168835814,14.892490133250618,187.35566528922664,86.95065871139371,0.0001,4
993,17731.15597053003,121.72988671543177,71.10964276449685,16.679058959857244,0.0001,4
994,48.44124090147179,38.86538053907255,10.33813864779232,0.6323722704415361,0.0,4
995,8.811444896827368,26.668209197741696,67.05950595910068,6.929674775608294,0.0001,4
996,152.51776650781284,84.14590656470409,14.110373549078432,23.8967330540467,1.2314070028445632,4
997,29.71709831273263,8.274996226911998,0.7167105858908632,1.2274996226911998,7.223686196362106e-05,4
998,51.49133664932202,31.022277187457664,5.762995026016971,1.5474009947966059,0.0,4
999,14.840675700889218,19.218731390238517,72.5580490069725,5.076059959124907,0.0001,4
1000,95.22675804156313,60.129552501496384,171.1769662875229,9.359017822628916,0.0001,4
1001,4.114247402426442e-05,239.63414012922047,16.868414349948413,38.00577941587505,4.114247402426442e-05,4
1002,214.9819003146045,51.29749615939961,65.86907995805274,5.07621117315375,0.0001,4
1003,451.4801170269586,200.40052600804572,514.4270432084062,21.38779932858599,0.0001,4
1004,106.99568139713223,25.989203492830562,146.93738025841725,5.9870444073268185,0.008736989805406381,4
1005,25641.77062810948,53.894169078831354,141.50167910589442,34.59143183495646,0.0001,4
1006,202.60687213979094,50.60687213979095,142.9572511440836,9.0,0.0001,4
1007,102.14971787607054,20.233275725699766,0.7523891820428907,2.5873805408978554,0.0001,4
1008,14.552957568694351,146.97957498538216,548.1204443717025,10.477500483927118,0.0001,4
1009,295.02171248114604,103.97394502262475,237.83654345776358,39.95657503770792,0.0001,4
1010,60.285277400915554,24.4961772580111,359.695974148443,2.803973341654622,0.0001,4
1011,34.42463627029002,130.18707444290305,33.59076139864124,87.69980234909053,0.0001,4
1012,194.02440565768535,18.951188684629315,96.52207139418407,12.429117290445252,0.0001,4
1013,536.2652597182546,165.5128596374646,417.47178434132604,28.527600818379334,0.0001,4
1014,10.514028185310133,39.17345860137837,141.86606576572365,11.07270111537905,0.0001,4
1015,990.5139248554126,57.72872750228296,100.71357120472132,5.847514998478028,0.711907561744545,4
1016,875.5339661523475,108.24273215526985,47.94173833750242,63.81554437030977,0.0001,4
1017,210.4969055790478,10.90718152109001,99.28951776322764,24.244326894920945,1.9828196735268628,4
1018,168.10882161895867,36.288557619943965,188.59291672267096,10.824764973345786,0.0001,4
1019,337.2297744151589,645.5541004189347,666.8029008300971,257.98571122328383,36.13838314636956,4
1020,20939.595648564155,15.506347964348475,174.2795375957319,77.19604230303796,0.0001,4
1021,183.6840063002429,41.38342947146327,209.58510745577794,9.538856842845576,0.0001,4
1022,4099.139165618648,61.16970477566517,21.23780804724791,23.31816539344237,0.0001,4
1023,102.42027770264114,24.32725169028001,0.5918651983005268,2.869471248348212,0.0001,4
1024,15.128199321475835,82.30870462949883,192.09036588523273,12.163588078687354,0.0001,4
1025,7.231975697738228,130.60582592032657,37.2379771074615,29.30741388479134,2.3571206910659825e-05,4
1026,24245.332842761683,36.70920089086848,162.82376926503355,58.45944320712711,0.0001,4
1027,53.957767796028236,37.48353432295529,3.558697881016471,4.5399069915011765,0.0,4
1028,182.46663403731756,39.974704767628374,144.05516735061823,8.783907483402027,0.0001,4
1029,12.104838353222753,3.0,0.8,0.7,4.3605988237305384e-05,4
1030,0.0001,37.69704433370971,96.10054799082178,11.981694698144677,0.0001,4
1031,14.748089262973664,62.96628756598564,155.54287271646953,17.542872716469525,0.0001,4
1032,61.485195429504884,24.13506420058249,10.206753210029124,4.069610554868939,0.0,4
1033,1020.5373180006115,78.18333205816262,102.88383269191381,29.514426566493412,0.6689386011200477,4
1034,351.226549951881,534.1159749053828,97.52416098531509,559.6100052088061,9.57077888254506,5
1035,41.21842789296669,35.11189659411502,31.518521596830926,65.78838451747768,0.04484785010583721,5
1036,4707.669187135096,103.07769376216346,39.29427025610411,66.15668470121187,0.10985410403253527,5
1037,83.87035644037421,6.115806568389401,80.20792051583886,169.97306505605184,0.0001,5
1038,7042.386280969276,56.15633243220286,139.26646328176682,397.8431002513185,3.476878142676885,5
1039,958.2579986728679,674.9893406021444,192.74371013036995,344.3786779047078,81.02302759894908,5
1040,0.751906480693169,5.912050858919373,8.72615203252445,2.18064752508324,0.17302160231056363,5
1041,130.83741400872952,1358.2907742949778,324.91091060712813,1246.1519717594058,30.24092973094813,5
1042,19445.4418994406,54.77129351398368,24.348094592184314,59.49471241342826,0.708298395531165,5
1043,28.28417805075036,67.84828448467033,18.688069634179175,56.92201740854479,0.07800460886375164,5
1044,116.44692939624791,243.04840629233763,44.21042875472176,64.18715243869626,1.9013035943402197,5
1045,332.22646271609125,94.18527845819919,33.49723090777544,63.306414265127124,0.0001,5
1046,185.89010748570294,59083.73479270485,25464.827279269986,40892.543775310965,1505.4330428262533,5
1047,138.38682682743377,289.18965875181067,29.956232595735997,38.58399490305688,0.32855386490069016,5
1048,10132.585607416095,24629.383144831634,9322.938113905973,18065.135370130596,514.6784879005816,5
1049,26.783831374721267,59.86216168625278,27.763751620234046,65.01459837542497,0.06563593142412234,5
1050,39.890750589035676,47364.41694573563,17914.602250002266,28639.31516068344,1161.6207326188794,5
1051,483.81585551653654,66.65448423820143,21.566207530657756,52.35737985990339,0.0001,5
1052,42.74501926511921,73.98720243002623,39.44137953343634,84.02500586447704,0.0001,5
1053,1625.4069653565045,701.1929266833131,153.33609228383412,225.69221695572296,42.583778163947024,5
1054,243.92421796554999,295.9680224278565,116.94044515301883,232.93824500436594,0.0001,5
1055,0.4839239941539017,1.5,0.3,1.8,3.087241117961113e-05,5
1056,10.363189239471078,15.749366448993142,3.495312476440886,3.6999155265324193,1.3640203339435511e-05,5
1057,88.87638820434715,2760.8120139504417,813.0616685994827,1085.723154823816,2.806269760524594,5
1058,8113.099583289235,76.36022691945774,256.48629350966496,750.3870932282339,6.735524249159268,5
1059,1451.699601858768,927.8195200121638,211.66567739468408,327.9344431568644,60.2210158147314,5
1060,49.10094843851748,166.28660128451403,69.79842591352711,142.4966201770682,0.011754374308088468,5
1061,42.04927508247202,124.05410786599185,30.551691474231944,89.17971196393184,0.08252956987684079,5
1062,39.457608318516364,126.34232829819595,32.38304332740655,93.9875460917785,0.0926552777072208,5
1063,582.7261096549402,50.80878384032461,39.15762539377562,57.095608079837696,0.0001,5
1064,103.0766083243742,179.81114395808822,37.47849258861076,52.89717360364518,0.11971716599533266,5
1065,42.78914511166581,119.86151103389373,28.825328072779772,84.37055677417221,0.07021073389076424,5
1066,89.10392713600699,167.06368156380867,36.15435587777095,61.302085344519554,0.021219961952670525,5
1067,69.91552159010435,160.7321763347083,96.63051236914703,199.33685201745928,0.5385002446815567,5
1068,5736.876187396501,45.89632402279226,19.868552487971563,30.121266825655596,0.040860562674299127,5
1069,660.9194727442652,148.1425528257161,70.44789030944341,90.51377624595368,2.1792016448742686,5
1070,827.6526552077241,162.41941913152402,54.55655608872656,70.05030075913356,2.4274667057557187,5
1071,4219.979856983945,119.38913176761378,33.178794684800074,64.94128702102083,0.0001,5
1072,103.6135036387262,149.9720600028876,28.972642606069357,99.36554205665094,0.10129500014945098,5
1073,46.997500624907985,96.0141631255214,19.0058318752147,57.01624593809809,0.00014161459528203024,5
1074,116.45191947428532,214.73556751618943,43.423075321904584,64.0432662285711,1.6057885420346227,5
1075,1554.7803575529847,476.58679524133015,156.74221942923037,441.1696335623599,0.5945313888227407,5
1076,138.09249975071953,296.4302588474643,29.029925527016758,37.92331413460312,9.574439092868604e-05,5
1077,69.67293764860369,145.11404651966296,48.302112823594044,139.18560787032894,0.21325804050808306,5
1078,4458.840049461333,85.1197848849454,52.048522949236386,104.17740998448491,0.8916548888039674,5
1079,41.6932791880649,128.97832540706227,32.81755810840397,95.81755810840397,0.09635481100591142,5
1080,18.85432849021778,23.331144381280495,3.7461359818437856,4.380796027234322,0.0,5
1081,484.3235653793924,610.0,259.0,260.0,9.0,5
1082,296.4146454874554,346.47228407909915,79.38480018810696,290.26338919795916,0.0001,5
1083,645.7166504064979,225.43432029245727,259.4614077590434,685.7310437060088,15.525558247394166,5
1084,139.06421234452853,492.0468076923391,242.73272178719498,506.1404230770172,6.681955320125841e-05,5
1085,25050.1390093726,132.3227389628164,32.774846133337775,184.54336307046458,1.7990890616337003,5
1086,90.4148735977541,66.65791687940974,42.95542784620994,97.10904461120604,0.8776994527534818,5
1087,8780.809828080342,19653.2634050802,8279.703871976795,16047.043299615529,382.6235092825175,5
1088,19.647108534268895,14.910568152155367,3.3126292215219664,3.316452775789101,0.00034759584246676803,5
1089,84.0,122.74931484516064,62.0028104934475,167.84918053140498,1.7948836595379203,5
1090,91.02863185282482,134.59055004234142,28.926031969825274,120.43354963897475,0.2737077436163001,5
1091,1.6920639631345562,26.433765848344454,46.16882924172227,4.0,0.9370850942604949,5
1092,5125.736401723978,5.309311548240984,89.41490661064442,183.81975430915094,2.978038041832212,5
1093,52.138059203652446,20.254580053212276,39.26153288986264,71.11584100541832,0.011791148047124864,5
1094,58.56901496437632,104.10882005249805,28.37657500937465,91.37657500937465,0.0076239686873055415,5
1095,385.32068461350195,175.41571445792368,52.74110122994085,154.31833353424432,0.0001,5
1096,462.6410318227961,466.6816322092557,194.84060219866535,588.5443181755655,4.386208340520333,5
1097,42.85521447282855,0.2183665204883551,0.057910057214186246,0.08178788371806789,0.001530543374029591,5
1098,324.8159973055389,126.93040386206091,37.01840026944611,55.253598832400186,0.0001,5
1099,51.54444483689907,170.46462589065192,76.03553127325137,151.78168605575868,0.038551418196946456,5
1100,0.843985076175982,13.738731474958467,23.673577365901068,2.8558905586238676,0.47995025391993984,5
1101,4360.265292725972,111.3696266909329,7.94727022426791,18.486791643026564,0.0001,5
1102,95.24024266227322,156.59843835841042,33.926886301738854,111.84267162277183,0.8789332094307041,5
1103,56.465337446905245,564.6163853540913,30.881186099312277,16.701725478799986,0.23514826241403464,5
1104,400.09002434839795,507.9002151692638,130.30097887970538,566.45260397507,7.875325231433294,5
1105,9.074254459048532,20.39379180623302,15.968959031165092,4.0,0.2659768673592243,5
1106,3659.774704798807,6375.307780704639,2494.3441338174352,7665.0349139577565,4.97352175531254,5
1107,4.048890120729393,56.00617645191881,33.01994716925759,77.00568755071151,0.0001,5
1108,69.88486878786031,160.41728845711054,97.54870312727499,201.41845595166745,0.5306991065104512,5
1109,27.186514190450115,34.895025916117774,98.25490086626405,27.72166515642161,0.6860667728802126,5
1110,117.19721219734186,221.87723547687537,46.19224860697432,70.27928581494047,1.919713898520248,5
1111,726.4247080213678,423.17653908410256,274.0245840077778,639.7857153672309,18.20470458453849,5
1112,90.06442419427881,126.90564036472,49.7824469904649,139.95660191239574,0.08169689511322986,5
1113,19543.970381136627,43.29514146109896,29.69932884039124,72.5975054187123,0.6358403454979251,5
1114,595.0,86.25861238714918,54.79026992394673,103.04399407998632,0.0001,5
1115,73.5089479137323,4.947879383692782,81.0,172.0,0.0001,5
1116,521.4385853297197,831.7735208907756,290.7932895078748,1013.0892768799347,11.41062494586485,5
1117,47.615769599781935,26.407634696054274,36.054818443481736,68.90951183504512,0.025481352029751044,5
1118,39.29369777151118,74.53498433126306,34.55487465196513,70.92469533440018,0.0001,5
1119,5289.737129191159,76.8607038035123,35.40663476060725,53.20482070550645,0.15258943484335932,5
1120,5585.706822578748,104.99899755019429,114.54220886476372,312.1148960222499,2.3904809036193893,5
1121,564.8783713478316,560.759946332473,226.58363133554474,301.0333780562725,44.28870512839435,5
1122,799.44927390302,424.76980233970227,275.75061920134414,649.5842843891688,25.015905002227136,5
1123,633.0462403696679,2442.541913120725,448.60533242587815,981.4638466591916,3.4670618958236714,5
1124,9369.097222027905,237.1614329154831,82.5665989121597,274.0979759343718,5.330579411964293,5
1125,0.6967331821409483,1.4939330525474754,0.2990666234688424,1.7922063059648337,0.0,5
1126,2537.5156570218924,5144.921513368002,2077.4492945041325,5751.144092653335,3.021805924710873,5
1127,2009.11014219945,4924.298880346624,1757.5592162288524,3929.0954997513177,5.613587424604254,5
1128,95.0678706252495,62.27458942690988,45.1928626671245,98.7081972228056,0.9945594327557394,5
1129,58.44474985988871,101.28219224302556,26.923288364538337,86.93242271047816,0.0001,5
1130,771.2437193973202,437.91876020089325,256.9199849340653,593.1637043313855,39.713760828640545,5
1131,29.826636289605606,80.02477794381917,24.59132771966329,64.98761102809041,0.0001,5
1132,199.74465215399297,492.943919834221,246.30344104021972,373.3400141287702,2.032453598650828,5
1133,6374.908685039858,62.33003395086391,23.55917603688306,56.25250262131459,0.7298261524103911,5
1134,15663.741514174391,183.83266101415649,50.47520809160123,225.54238375678074,1.9555788189745407,5
1135,1360.3498821995572,610.3336016330138,212.57119487403477,620.065089661581,0.8372660646697164,5
1136,620.4270363950964,128.39830700256766,67.1014079665369,120.29746909782163,0.8406421725350928,5
1137,511.7365445027837,507.550705875021,143.67412039821244,438.77409846230336,60.30674420053998,5
1138,49.40447725747745,91.44414835425324,16.848625611730697,50.67242826979617,8.734485653959234e-05,5
1139,16.244967554295776,16.285033108064507,3.618435302790005,3.6205577865671525,0.00019295307064980788,5
1140,91.84692146886958,169.1771362137192,36.3342243586144,59.323532055241614,0.016727746643605386,5
1141,393.43553200204246,79.04211717494884,32.0262144588155,63.256553614703876,0.0001,5
1142,98.34199569274702,61.41792203722137,44.653958996210335,97.07100295641101,0.9858058677411812,5
1143,2548.9059750429037,141.93443417403952,23.768301773845593,18.779763677978423,2.3551886086534962e-05,5
1144,677.1627166640972,549.694001598836,281.08955108566676,795.0342957243698,22.437314240033256,5
1145,698.0681825758908,194.1012837778555,63.30533646253743,56.626976004562124,3.2203557641691622,5
1146,830.1490658374892,3383.208062728074,1405.2427040692282,2556.60591969727,1.1306711257396964,5
1147,955.9613221010316,358.74124194097914,272.5430213186598,668.2848934067011,22.158912576288643,5
1148,46.548646435169616,94.66901230716743,26.856634946989416,83.46724200369499,6.637161608792405e-05,5
1149,571.0085914349427,419.7856419949442,270.3511121611896,618.9316982689069,3.7086195283864782,5
1150,4168.998301232184,121.36899801040063,18.82476442459542,39.20302586479178,0.0001,5
1151,1032.6920475926972,715.1034987026511,195.50712991062707,340.9912601095539,77.99218009802192,5
1152,108.90188844212938,149.27623185902695,56.34718919502025,273.35098793749336,0.0982066522927234,6
1153,1989.0764483776497,18875.64722104175,2307.948312196963,14701.65906204724,1327.14543876086,6
1154,177.7838672777563,341.8045497385368,170.2911927355691,819.9386413616262,36.72828625140951,6
1155,22.98938181614521,460.6126238057231,150.0896745784524,674.1165526610366,8.132696047100726,6
1156,354.3124721057168,1198.51300319023,240.59254781299177,1289.435588573462,0.8698663911272557,6
1157,15.808271879502291,55.43166967969147,21.695037565888075,132.74003407552928,0.3007089191588462,6
1158,67.73327966240613,114.90797747890414,52.95366640348542,296.2836421998343,6.2949534977340855,6
1159,16.525245155780862,44.315989958182854,14.23920090994735,93.0,2.9302941869370334,6
1160,528.7259322021396,188.84758963796696,47.42429952022161,327.7571898295833,0.6240039281693455,6
1161,52.40185060504914,282.8224226151293,68.29311146829937,363.406935047837,0.0001,6
1162,113.06924894210684,724.8845850964886,257.6038734131603,1631.7451380210598,48.79778662105129,6
1163,14.381689139530675,25.616016136183568,5.8888333568233975,53.7751271701367,0.11126409348295141,6
1164,25.912777216409204,134.91175654597782,62.33367355681047,376.2758652578937,13.47875971030253,6
1165,12832.182741178432,4497.006316530699,882.1043566998933,4118.134279207163,22.075145032560748,6
1166,111.74192875487789,187.54403550772713,47.69953878599302,458.8409854669854,4.708983243196792,6
1167,17.949173503556647,27.625358793591907,9.784123526690173,93.75556765658439,6.981267939679595,6
1168,60.311282695960855,882.8873573948958,178.29665553349324,830.9563028671016,18.40531546425209,6
1169,22847.250672825252,785.7694584290293,314.22664148574876,1130.9442882137992,8.009199867791835,6
1170,30.376695927622304,66.75791432890409,16.883523359846063,187.8925245854305,2.8139569947531267,6
1171,6.5422485845277745,48.6362269559087,101.57497250036747,503.54785851294486,0.2697178374049544,6
1172,10.920235177341814,12.282116596076326,1.920235177341814,123.80940709367256,0.0001,6
1173,114.85669519378,334.0,172.0,812.5,37.7,6
1174,28.029416748244717,55.80394482514201,5.147166584277784,163.63730639852875,0.8579301332581268,6
1175,117.30001299096045,4.044942501299467,9.23793237837522,56.76206762162478,0.0001,6
1176,237.5642175212015,1260.0,231.0,820.0,8.0,6
1177,10816.219026252957,22594.301249740878,6233.27442135733,34671.50522196607,4439.629121863125,6
1178,100.16192993442941,142.17002923301183,56.52631431481002,280.3441361339245,1.3482651997140467,6
1179,159.90404230061705,173.16534466130915,48.5067406570939,474.07454435305,6.49157020738245,6
1180,119.26684368234235,649.0872461884646,87.70289351819,858.9878375546583,0.5643206708742725,6
1181,721.9222932886507,1624.5155789656733,368.42575174350304,1969.3193007843488,19.586158654831895,6
1182,47.97590919997813,334.12039651914876,171.87960348085122,812.4398017404257,37.71203965191488,6
1183,3506.914440324328,4025.261602755385,658.4518035332109,5939.2286100810825,1051.344281601376,6
1184,184.73402715446406,736.1900508946941,282.5850036353353,1714.9658105203623,38.857109281160064,6
1185,121.2629098451444,13364.591425658522,7069.412653535717,23462.134657382692,4.7209400537605575,6
1186,77.66124258081626,287.0845536865042,52.321316736766676,498.446949633569,13.748912066962715,6
1187,0.05547295298318344,9.889243018335467,16.5015935825096,69.77211170663253,5.0553784908322665,6
1188,100.59517835684846,201.7430223307705,108.7246178067533,665.9187769816106,10.532364113750187,6
1189,1849.068617697749,5013.635022468465,8.530621640552681,10742.653108202763,1594.8206940039502,6
1190,0.07137758823566998,278.9992209175726,65.98816457759197,504.97845091158206,0.004989819686473496,6
1191,12.020194462447975,26.79478630983101,6.97737235398138,54.244594993809265,0.5943638719317554,6
1192,18.767722924649078,148.6128715410818,64.6935642294591,435.46891014616006,7.616153913913931,6
1193,20.890903037064195,45.83203318605041,5.394540989834844,87.81637703049547,3.0934696418372543,6
1194,208.55100742527264,729.9132218702379,253.07810031678588,1617.9523057273475,51.38394267612236,6
1195,63.67635637428704,61.41380804134917,16.456273058692865,139.03629721091963,2.8156837545082296,6
1196,379.81077238042315,756.5576352369011,554.9650931946145,2694.9060402889468,16.770903835677906,6
1197,304.1263573278403,808.3854506632863,246.12954666772302,1790.0954058638567,24.009859520373947,6
1198,245.0845933304746,2990.0,29990.0,26076.0,67.0,6
1199,356.8962683722525,1097.6688456850684,374.60340171594254,1829.3255886408729,45.383409904881866,6
1200,66.59254181666094,160.4958118473111,101.65955225968351,490.7562822290334,1.308916668749112,6
1201,24.0,13.724899381911996,7.861600380361848,76.38059895400492,0.0001,6
1202,392.1930285708349,962.7111896121168,211.49042181829515,820.0,22.864440519394165,6
1203,55.33691751638747,298.0828363680504,99.68379157562512,925.7897250546249,15.030665634862785,6
1204,4683.582045034004,10500.0,1400.0,17700.0,750.0,6
1205,64.56196141366428,301.0654742369159,71.7206785058671,565.4757442048807,0.0001,6
1206,58.56009393168449,537.2207357981952,510.43834054024063,2867.1465167000333,13.919887758536774,6
1207,18.28019378084961,54.9121292766999,17.54175773810867,140.62730198634065,0.164990750036006,6
1208,24.0,17.421207683186093,5.586949118039327,82.63588992539185,0.0001,6
1209,12.690877249114475,22.858105397874738,5.345438624557238,56.04729820070842,0.0001,6
1210,99.68200117080244,715.5580012224337,108.14718847116116,1011.2544492557216,9.407964020433713,6
1211,78.65738086140416,32.15440799170214,20.306381352695006,134.1471040995743,0.0001,6
1212,52.075965226209064,60.01942353454199,7.230163814965183,101.44339780012821,4.457866176954585,6
1213,5957.867831880281,5724.457958126041,2239.7367803559077,6909.884604872925,5.358309814278474,6
1214,172.98411673514426,795.9224188945794,220.7443493958837,1601.6087348970923,56.53295672623428,6
1215,520.6581914119392,949.5654031188889,288.30200769059746,1813.5659974364676,50.999821704726415,6
1216,205.4676244146399,805.602934428204,222.1426460840739,1636.5661521018476,50.75691579117165,6
1217,15.468257628524961,50.79675825352443,15.767717182835174,92.31742445688093,1.5218821133922003,6
